WORD,SWUM_TAG,POSSE_TAG,STANFORD_TAG,POSITION,MAXPOSITION,NORMALIZED_POSITION,CONTEXT,CORRECT_TAG
Auto,NM,N,N,1,3,1,4,NM
Entry,N,N,N,2,3,2,4,N
default,NM,N,N,0,3,0,4,NM
mat,NM,NM,N,1,3,1,4,NM
x,N,N,N,2,3,2,4,N
default,NM,V,N,0,2,0,4,NM
open,N,N,NM,1,2,2,4,N
default,NM,N,N,0,2,0,4,NM
Role,N,N,N,1,2,2,4,N
dep,NM,N,V,0,2,0,4,NM
H,N,N,N,1,2,2,4,N
desktop,NM,N,N,0,2,0,4,NM
Size,N,N,N,1,2,2,4,N
dest,NM,NM,N,0,2,0,4,NM
points,N,N,NPL,1,2,2,4,NPL
destroy,NM,V,V,0,3,0,4,V
with,NM,P,P,1,3,1,4,P
parent,N,N,N,2,3,2,4,N
discount,NM,N,N,0,2,0,4,NM
Factor,N,N,N,1,2,2,4,N
dispose,N,V,V,0,1,0,4,N
do,NM,V,V,0,2,0,4,V
Caps,N,N,N,1,2,2,4,NPL
docking,NM,N,N,0,2,0,4,NM
Area,N,N,N,1,2,2,4,N
down,NM,P,P,0,2,0,4,NM
sample,N,N,N,1,2,2,4,N
driver,NM,N,N,0,3,0,4,NM
Type,NM,N,N,1,3,1,4,NM
Name,N,N,N,2,3,2,4,N
dst,NM,N,N,0,3,0,4,NM
map,NM,N,N,1,3,1,4,N
2,N,N,D,2,3,2,4,D
echo,NM,V,V,0,3,0,4,V
path,NM,N,N,1,3,1,4,NM
change,N,N,N,2,3,2,4,N
Edit,NM,N,V,0,2,0,4,NM
Length,N,N,N,1,2,2,4,N
encoded,NM,N,NM,0,2,0,4,NM
Values,N,N,NPL,1,2,2,4,N
End,NM,N,N,0,2,0,4,NM
Snapshot,N,N,N,1,2,2,4,N
env,NM,N,N,0,2,0,4,NM
Name,N,N,N,1,2,2,4,N
EPS,N,N,NPL,0,1,0,4,N
err,NM,V,V,0,2,0,4,NM
ret,N,N,N,1,2,2,4,N
esa,N,N,N,0,1,0,4,N
excess,NM,NM,NM,0,2,0,4,NM
Workload,N,N,N,1,2,2,4,N
existing,NM,NM,NM,0,2,0,4,NM
symlink,N,N,N,1,2,2,4,N
f,NM,N,N,0,2,0,4,NM
Tolerance,N,N,N,1,2,2,4,N
file,NM,N,V,0,2,0,4,NM
Channel,N,N,N,1,2,2,4,N
final,NM,NM,NM,0,2,0,4,NM
Response,N,N,N,1,2,2,4,N
fine,NM,NM,NM,0,2,0,4,NM
priority,N,N,N,1,2,2,4,N
first,NM,NM,NM,0,3,0,4,NM
type,NM,N,N,1,3,1,4,NM
label,N,N,N,2,3,2,4,N
flags,NM,N,NPL,0,3,0,4,NM
Classifier,NM,N,N,1,3,1,4,NM
Pair,N,N,N,2,3,2,4,N
folder,NM,N,N,0,2,0,4,NM
Names,N,N,NPL,1,2,2,4,NPL
force,NM,V,V,0,2,0,4,V
Direct,N,NM,N,1,2,2,4,N
frame,N,N,N,0,1,0,4,N
frame,NM,N,N,0,3,0,4,NM
pixel,NM,N,N,1,3,1,4,NM
coords,N,N,NPL,2,3,2,4,NPL
from,NM,P,P,0,2,0,4,P
Server,N,N,N,1,2,2,4,N
full,NM,NM,NM,0,2,0,4,NM
path,N,N,N,1,2,2,4,N
Func,N,N,N,0,1,0,4,N
gauss,NM,N,V,0,3,0,4,NM
Lobatto,NM,N,N,1,3,1,4,NM
Eps,N,N,N,2,3,2,4,N
get,NM,N,V,0,3,0,4,NM
Protocol,NM,N,N,1,3,1,4,NM
Method,N,N,N,2,3,2,4,N
group,NM,N,N,0,3,0,4,NM
Role,NM,N,N,1,3,1,4,NM
Attribute,N,N,N,2,3,2,4,N
grouping,N,N,NM,0,1,0,4,N
handle,NM,N,V,0,2,0,4,NM
Pos,N,N,N,1,2,2,4,N
highlighter,N,N,N,0,1,0,4,N
html,NM,N,N,0,2,0,4,NM
File,N,N,N,1,2,2,4,N
http2,NM,N,N,0,3,0,4,NM
Error,NM,N,N,1,3,1,4,NM
Code,NM,N,N,2,3,2,4,N
i,NM,NM,N,0,3,0,4,NM
ar,NM,N,N,1,3,1,4,NM
e,N,N,N,2,3,2,4,N
i,NM,NM,N,0,3,0,4,NM
var,NM,N,N,1,3,1,4,NM
Initializer,N,N,N,2,3,2,4,N
id,NM,FAILURE,N,0,2,0,4,NM
A,N,FAILURE,N,1,2,2,4,N
import,NM,N,N,0,2,0,4,NM
G,N,N,N,1,2,2,4,N
in,N,FAILURE,N,0,1,0,4,N
in,NM,P,P,0,2,0,4,NM
buffer,N,N,N,1,2,2,4,N
inbound,N,NM,NM,0,1,0,4,NM
index,NM,N,N,0,2,0,4,NM
Tensor,N,N,N,1,2,2,4,N
inner,NM,NM,NM,0,2,0,4,NM
Angle,N,N,N,1,2,2,4,N
institution,N,N,N,0,1,0,4,N
int,NM,N,V,0,3,0,4,NM
Hex,NM,NM,N,1,3,1,4,NM
String,N,N,N,2,3,2,4,N
ios,N,N,N,0,1,0,4,N
is,NM,V,V,0,2,0,4,V
Friend,N,N,N,1,2,2,4,N
is,NM,N,V,0,2,0,4,V
V,N,N,N,1,2,2,4,NM
is,NM,V,V,0,2,0,4,V
Vaild,N,N,N,1,2,2,4,NM
key,N,N,NM,0,1,0,4,N
key,NM,NM,NM,0,3,0,4,NM
Frame,NM,N,N,1,3,1,4,N
2,N,N,D,2,3,2,4,D
l,NM,NM,N,0,3,0,4,NM
b,NM,N,N,1,3,1,4,NM
layer,N,N,N,2,3,2,4,N
label,NM,N,N,0,2,0,4,NM
Op,N,N,N,1,2,2,4,N
label,NM,N,N,0,2,0,4,NM
Pair,N,N,N,1,2,2,4,N
labels,N,N,NPL,0,1,0,4,NPL
labels,NM,N,V,0,2,0,4,NM
File,N,N,N,1,2,2,4,N
learned,NM,NM,NM,0,6,0,4,NM
Lop,NM,N,N,1,6,1,4,NM
Expert,NM,NM,N,2,6,1,4,NM
Weights,NM,N,N,3,6,1,4,NPL
2,NM,NM,D,4,6,1,4,D
D,N,N,N,5,6,2,4,N
led,NM,N,NM,0,2,0,4,NM
Color,N,N,N,1,2,2,4,N
len,NM,N,N,0,2,0,4,NM
r,N,N,N,1,2,2,4,N
light,NM,N,NM,0,2,0,4,NM
Dim,N,NM,N,1,2,2,4,N
line,NM,N,N,0,4,0,4,NM
index,NM,N,N,1,4,1,4,NM
mask,NM,N,N,2,4,1,4,NM
len,N,N,N,3,4,2,4,N
literal,NM,NM,NM,0,2,0,4,NM
Bucket,N,N,N,1,2,2,4,N
locking,N,N,NM,0,1,0,4,V
lp,NM,N,N,0,4,0,4,PRE
Binary,NM,NM,NM,1,4,1,4,NM
Path,NM,N,N,2,4,1,4,NM
Name,N,N,N,3,4,2,4,N
mapped,NM,N,NM,0,2,0,4,NM
color,N,N,N,1,2,2,4,N
max,NM,N,V,0,3,0,4,NM
Intermediate,NM,NM,N,1,3,1,4,NM
Cas,N,N,N,2,3,2,4,NPL
max,NM,N,N,0,4,0,4,NM
Requests,NM,N,NPL,1,4,1,4,NPL
Per,NM,N,P,2,4,1,4,P
Host,N,N,N,3,4,2,4,N
max,NM,N,N,0,3,0,4,NM
scale,NM,N,N,1,3,1,4,NM
f,N,N,N,2,3,2,4,N
media,NM,N,NPL,0,3,0,4,NM
Chunk,NM,N,N,1,3,1,4,NM
Index,N,N,N,2,3,2,4,N
method,NM,N,N,0,3,0,4,NM
Name,NM,N,N,1,3,1,4,NM
Prefixes,N,N,NPL,2,3,2,4,NPL
Min,NM,N,N,0,2,0,4,NM
Error,N,N,N,1,2,2,4,N
min,NM,N,N,0,2,0,4,NM
Fresh,N,NM,NM,1,2,2,4,N
min,NM,N,N,0,3,0,4,NM
Fresh,NM,NM,NM,1,3,1,4,NM
Seconds,N,N,NPL,2,3,2,4,NPL
mkt,NM,N,N,0,2,0,4,NM
Factors,N,N,NPL,1,2,2,4,NPL
mock,NM,NM,NM,0,3,0,4,NM
Creation,NM,N,N,1,3,1,4,NM
Settings,N,N,NPL,2,3,2,4,NPL
n,NM,N,N,0,2,0,4,NM
layers,N,N,NPL,1,2,2,4,NPL
n,NM,N,N,0,2,0,4,NM
Shininess,N,N,N,1,2,2,4,N
n,NM,N,N,0,2,0,4,NM
vector,N,N,N,1,2,2,4,N
named,NM,N,NM,0,2,0,4,NM
Writeables,N,N,NPL,1,2,2,4,NPL
new,NM,NM,NM,0,3,0,4,NM
Field,NM,N,N,1,3,1,4,NM
Type,N,N,N,2,3,2,4,N
new,NM,NM,NM,0,2,0,4,NM
Files,N,N,NPL,1,2,2,4,NPL
new,NM,NM,NM,0,3,0,4,NM
Verification,NM,N,N,1,3,1,4,NM
Mode,N,N,N,2,3,2,4,N
next,DT,NM,NM,0,2,0,4,NM
func,N,N,N,1,2,2,4,N
next,DT,NM,P,0,2,0,4,NM
Line,N,N,N,1,2,2,4,N
nullable,NM,NM,NM,0,2,0,4,NM
Class,N,N,N,1,2,2,4,N
num,NM,N,N,0,3,0,4,NM
Active,NM,NM,NM,1,3,1,4,NM
Contexts,N,N,NPL,2,3,2,4,NPL
num,NM,N,N,0,2,0,4,NM
Factors,N,N,NPL,1,2,2,4,NPL
num,NM,N,N,0,2,0,4,NM
Files,N,N,NPL,1,2,2,4,NPL
num,NM,N,V,0,2,0,4,NM
Keys,N,N,N,1,2,2,4,NPL
number,NM,N,N,0,2,0,4,NM
Str,N,N,N,1,2,2,4,N
on,NM,FAILURE,P,0,2,0,4,P
connect,N,FAILURE,V,1,2,2,4,N
operator,NM,N,N,0,3,0,4,NM
Method,NM,N,N,1,3,1,4,NM
Decls,N,N,N,2,3,2,4,NPL
ordered,NM,NM,NM,0,2,0,4,NM
Invocations,N,N,NPL,1,2,2,4,NPL
original,NM,NM,N,0,2,0,4,NM
Set,N,N,V,1,2,2,4,N
out,NM,P,P,0,2,0,4,NM
buf,N,N,N,1,2,2,4,N
out,NM,P,P,0,2,0,4,NM
table,N,N,N,1,2,2,4,N
outer,NM,NM,NM,0,2,0,4,NM
Rule,N,N,N,1,2,2,4,N
output,NM,N,N,0,2,0,4,NM
array,N,N,N,1,2,2,4,N
overlap,N,N,V,0,1,0,4,N
own,NM,NM,NM,0,2,0,4,NM
flags,N,N,NPL,1,2,2,4,NPL
p,NM,N,N,0,4,0,4,PRE
global,NM,NM,NM,1,4,1,4,NM
info,NM,N,N,2,4,1,4,N
32,N,NM,D,3,4,2,4,D
packet,NM,N,N,0,3,0,4,NM
Sample,NM,N,N,1,3,1,4,NM
Count,N,N,N,2,3,2,4,N
palette,NM,N,N,0,2,0,4,NM
size,N,N,N,1,2,2,4,N
parameter,NM,N,N,0,2,0,4,NM
Assignment,N,N,N,1,2,2,4,N
parent,NM,N,N,0,2,0,4,NM
field,N,N,N,1,2,2,4,N
parent,NM,V,N,0,4,0,4,N
Had,NM,N,NM,1,4,1,4,V
Big,NM,NM,N,2,4,1,4,NM
Change,N,N,N,3,4,2,4,N
parsing,N,N,NM,0,1,0,4,V
Pass,NM,NM,V,0,3,0,4,NM
Machine,NM,N,N,1,3,1,4,NM
Instructions,N,N,NPL,2,3,2,4,NPL
pem,NM,N,N,0,2,0,4,NM
key,N,N,N,1,2,2,4,N
pen,NM,N,N,0,2,0,4,N
Loaded,N,V,NM,1,2,2,4,V
pi,NM,N,N,0,2,0,4,PRE
Hash,N,N,N,1,2,2,4,N
point,NM,N,N,0,2,0,4,NM
index,N,N,N,1,2,2,4,N
polling,NM,N,N,0,2,0,4,NM
Log,N,N,N,1,2,2,4,N
pre,NM,N,NM,0,2,0,4,P
Map,N,N,N,1,2,2,4,N
previous,NM,NM,NM,0,2,0,4,NM
Index,N,N,N,1,2,2,4,N
previous,NM,NM,NM,0,3,0,4,NM
Initial,NM,NM,NM,1,3,1,4,NM
Value,N,N,N,2,3,2,4,N
previous,NM,V,NM,0,3,0,4,N
Is,NM,NM,N,1,3,1,4,V
Valid,N,FAILURE,N,2,3,2,4,NM
print,NM,N,N,0,3,0,4,NM
label,NM,N,N,1,3,1,4,NM
flag,N,N,N,2,3,2,4,N
print,NM,V,N,0,2,0,4,V
t,N,N,N,1,2,2,4,N
progressive,N,NM,NM,0,1,0,4,N
project,NM,N,N,0,2,0,4,NM
file,N,N,N,1,2,2,4,N
projects,NM,N,NPL,0,2,0,4,NM
Dir,N,N,N,1,2,2,4,N
promises,N,N,NPL,0,1,0,4,NPL
pronoun,N,N,N,0,1,0,4,N
property,NM,N,N,0,3,0,4,NM
Interval,NM,N,N,1,3,1,4,NM
Set,N,N,V,2,3,2,4,N
put,NM,N,V,0,3,0,4,NM
Watch,NM,N,N,1,3,1,4,NM
Request,N,N,N,2,3,2,4,N
query,NM,V,V,0,4,0,4,NM
Timeout,NM,N,N,1,4,1,4,N
In,NM,P,P,2,4,1,4,P
Ms,N,N,N,3,4,2,4,NPL
question,NM,N,N,0,2,0,4,NM
AST,N,N,N,1,2,2,4,N
r,N,N,N,0,1,0,4,N
radius,N,N,N,0,1,0,4,N
random,NM,NM,NM,0,2,0,4,NM
Walk,N,N,V,1,2,2,4,N
rate,NM,N,N,0,2,0,4,NM
Pointer,N,N,N,1,2,2,4,N
read,NM,N,V,0,2,0,4,NM
Operation,N,N,N,1,2,2,4,N
reader,NM,N,N,0,2,0,4,NM
Flags,N,N,NPL,1,2,2,4,NPL
referee,NM,N,N,0,3,0,4,NM
Set,NM,NM,V,1,3,1,4,NM
Map,N,N,N,2,3,2,4,N
Reference,NM,N,N,0,2,0,4,NM
Range,N,N,N,1,2,2,4,N
refresh,NM,N,V,0,2,0,4,NM
Metric,N,N,N,1,2,2,4,N
relative,NM,NM,NM,0,2,0,4,NM
contrast,N,N,N,1,2,2,4,N
remote,NM,NM,NM,0,3,0,4,NM
Cluster,NM,N,N,1,3,1,4,NM
Names,N,N,NPL,2,3,2,4,NPL
res,NM,N,V,0,2,0,4,NM
Width,N,N,N,1,2,2,4,N
Reserve,NM,N,N,0,2,0,4,NM
Fn,N,N,N,1,2,2,4,N
resume,N,V,V,0,1,0,4,V
retain,NM,N,V,0,2,0,4,NM
Function,N,N,N,1,2,2,4,N
rets,N,V,NPL,0,1,0,4,NPL
return,NM,V,N,0,2,0,4,NM
Path,N,N,N,1,2,2,4,N
rot,NM,N,N,0,2,0,4,NM
axis,N,N,N,1,2,2,4,N
rotation,NM,N,N,0,3,0,4,N
Per,NM,N,P,1,3,1,4,P
Second,N,N,N,2,3,2,4,N
runner,NM,N,N,0,2,0,4,NM
Factory,N,N,N,1,2,2,4,N
save,NM,V,P,0,3,0,4,V
Dual,NM,NM,NM,1,3,1,4,NM
Cells,N,N,NPL,2,3,2,4,NPL
scene,NM,N,N,0,4,0,4,NM
Node,NM,N,N,1,4,1,4,NM
Type,NM,N,N,2,4,1,4,NM
Name,N,N,N,3,4,2,4,N
search,NM,N,V,0,3,0,4,NM
Profile,NM,N,N,1,3,1,4,NM
Results,N,N,NPL,2,3,2,4,NPL
secondary,NM,NM,NM,0,2,0,4,NM
range,N,N,N,1,2,2,4,N
separator,NM,N,V,0,2,0,4,NM
Color,N,N,N,1,2,2,4,N
server,NM,N,N,0,2,0,4,NM
list,N,N,N,1,2,2,4,N
set,NM,NM,NM,0,3,0,4,NM
Protocol,NM,N,N,1,3,1,4,NM
Method,N,N,N,2,3,2,4,N
settings,N,N,NPL,0,1,0,4,NPL
Sibling,NM,N,N,0,2,0,4,NM
Info,N,N,N,1,2,2,4,N
size,NM,NM,N,0,2,0,4,NM
contents,N,N,NPL,1,2,2,4,NPL
size,NM,V,N,0,4,0,4,N
on,NM,P,P,1,4,1,4,P
first,NM,NM,NM,2,4,1,4,NM
use,N,N,N,3,4,2,4,N
sorted,NM,NM,NM,0,3,0,4,NM
Indices,NM,N,N,1,3,1,4,NM
Buf,N,N,N,2,3,2,4,N
speech,NM,FAILURE,N,0,2,0,4,NM
in,N,FAILURE,P,1,2,2,4,N
src,NM,N,N,0,2,0,4,NM
Gradient,N,N,N,1,2,2,4,N
start,NM,N,V,0,2,0,4,NM
Dirs,N,N,N,1,2,2,4,NPL
Start,NM,N,N,0,2,0,4,NM
Slot,N,N,N,1,2,2,4,N
start,NM,V,V,0,4,0,4,NM
Up,NM,P,VM,1,4,1,4,NM
Fix,NM,N,V,2,4,1,4,NM
Cost,N,N,N,3,4,2,4,N
status,NM,N,N,0,2,0,4,NM
File,N,N,N,1,2,2,4,N
strength,N,N,N,0,1,0,4,N
subroutine,NM,N,N,0,3,0,4,NM
Slot,NM,N,N,1,3,1,4,NM
Name,N,N,N,2,3,2,4,N
super,NM,NM,NM,0,2,0,4,NM
Method,N,N,N,1,2,2,4,N
supplier,NM,N,N,0,2,0,4,NM
Class,N,N,N,1,2,2,4,N
suppress,NM,V,V,0,2,0,4,V
File,N,N,N,1,2,2,4,N
table,NM,N,N,0,3,0,4,N
2,NM,NM,D,1,3,1,4,D
id,N,N,N,2,3,2,4,N
target,N,N,N,0,1,0,4,N
tbl,NM,N,N,0,2,0,4,NM
index,N,N,N,1,2,2,4,N
tex,NM,N,V,0,2,0,4,NM
ID,N,N,N,1,2,2,4,N
the,DT,FAILURE,DT,0,2,0,4,DT
Invocation,N,FAILURE,N,1,2,2,4,N
tick,NM,N,V,0,2,0,4,NM
Freq,N,N,N,1,2,2,4,N
time,NM,N,N,0,2,0,4,NM
range,N,N,N,1,2,2,4,N
timeout,NM,N,V,0,2,0,4,NM
Task,N,N,N,1,2,2,4,N
times,NM,V,NPL,0,5,0,4,NPL
To,NM,P,P,1,5,1,4,P
Append,NM,N,V,2,5,1,4,V
Last,DT,NM,NM,3,5,1,4,NM
Matcher,N,N,N,4,5,2,4,N
token,NM,N,NM,0,3,0,4,N
Within,NM,V,P,1,3,1,4,P
Action,N,FAILURE,N,2,3,2,4,N
Top,NM,V,N,0,2,0,4,NM
Dir,N,N,N,1,2,2,4,N
typed,NM,N,NM,0,2,0,4,NM
Array,N,N,N,1,2,2,4,N
underlying,NM,NM,NM,0,3,0,4,NM
Fx,NM,N,N,1,3,1,4,NM
Correlation,N,N,N,2,3,2,4,N
undiscounted,NM,N,NM,0,2,0,4,NM
Amount,N,N,N,1,2,2,4,N
usage,N,N,N,0,1,0,4,N
use,NM,V,V,0,3,0,4,V
Shadows,NM,N,N,1,3,1,4,NPL
1,N,N,D,2,3,2,4,D
use,NM,V,V,0,2,0,4,V
Tabs,N,N,N,1,2,2,4,NPL
utf8,NM,N,N,0,2,0,4,NM
size,NM,N,N,1,2,2,4,N
validate,NM,V,V,0,2,0,4,V
On,N,P,N,1,2,2,4,P
waiting,NM,NM,NM,0,2,0,4,NM
List,N,N,N,1,2,2,4,N
want,NM,N,V,0,2,0,4,V
x,N,N,N,1,2,2,4,N
will,NM,V,V,0,4,0,4,V
Return,NM,N,N,1,4,1,4,V
Last,DT,NM,NM,2,4,1,4,NM
Parameter,N,N,N,3,4,2,4,N
word,NM,N,N,0,3,0,4,NM
Lemma,NM,N,N,1,3,1,4,NM
Tag,N,N,N,2,3,2,4,N
wrapped,NM,NM,NM,0,2,0,4,NM
Verification,N,N,N,1,2,2,4,N
write,NM,N,V,0,2,0,4,V
Root,N,N,N,1,2,2,4,N
y,NM,FAILURE,N,0,2,0,4,NM
In,N,FAILURE,N,1,2,2,4,N
yield,NM,N,N,0,2,0,4,NM
MVs,NM,N,NPL,1,2,2,4,NPL
z,NM,N,N,0,3,0,4,NM
p,NM,N,N,1,3,1,4,NM
i,N,N,N,2,3,2,4,N
z,NM,N,N,0,2,0,4,NM
probs,N,N,NPL,1,2,2,4,NPL
zoom,NM,N,V,0,3,0,4,NM
x,NM,NM,N,1,3,1,4,N
y,N,N,N,2,3,2,4,N
